DEMO Traffic Flow Sunday 01 March 2020
Time	TcsNo	Approach	Volume
04/03/2020 16:05	8207	Approach  1 (det:  1-8)	145
04/03/2020 16:10	8207	Approach  1 (det:  1-8)	135
04/03/2020 16:15	8207	Approach  1 (det:  1-8)	138
04/03/2020 16:20	8207	Approach  1 (det:  1-8)	162
04/03/2020 16:25	8207	Approach  1 (det:  1-8)	169
04/03/2020 16:30	8207	Approach  1 (det:  1-8)	140
04/03/2020 16:35	8207	Approach  1 (det:  1-8)	143
04/03/2020 16:40	8207	Approach  1 (det:  1-8)	141
04/03/2020 16:45	8207	Approach  1 (det:  1-8)	151
04/03/2020 16:50	8207	Approach  1 (det:  1-8)	154
04/03/2020 16:55	8207	Approach  1 (det:  1-8)	153
04/03/2020 17:00	8207	Approach  1 (det:  1-8)	172
04/03/2020 17:05	8207	Approach  1 (det:  1-8)	166
04/03/2020 17:10	8207	Approach  1 (det:  1-8)	182
04/03/2020 17:15	8207	Approach  1 (det:  1-8)	176
04/03/2020 17:20	8207	Approach  1 (det:  1-8)	182
04/03/2020 17:25	8207	Approach  1 (det:  1-8)	164
04/03/2020 17:30	8207	Approach  1 (det:  1-8)	169
04/03/2020 17:35	8207	Approach  1 (det:  1-8)	173
04/03/2020 17:40	8207	Approach  1 (det:  1-8)	151
04/03/2020 17:45	8207	Approach  1 (det:  1-8)	172
04/03/2020 17:50	8207	Approach  1 (det:  1-8)	186
04/03/2020 17:55	8207	Approach  1 (det:  1-8)	146
04/03/2020 18:00	8207	Approach  1 (det:  1-8)	158
04/03/2020 18:05	8207	Approach  1 (det:  1-8)	158
04/03/2020 18:10	8207	Approach  1 (det:  1-8)	169
04/03/2020 18:15	8207	Approach  1 (det:  1-8)	156
04/03/2020 18:20	8207	Approach  1 (det:  1-8)	170
04/03/2020 18:25	8207	Approach  1 (det:  1-8)	143
04/03/2020 18:30	8207	Approach  1 (det:  1-8)	112
04/03/2020 18:35	8207	Approach  1 (det:  1-8)	136
04/03/2020 18:40	8207	Approach  1 (det:  1-8)	118
04/03/2020 18:45	8207	Approach  1 (det:  1-8)	136
04/03/2020 18:50	8207	Approach  1 (det:  1-8)	113
04/03/2020 18:55	8207	Approach  1 (det:  1-8)	109
04/03/2020 19:00	8207	Approach  1 (det:  1-8)	103
04/03/2020 19:05	8207	Approach  1 (det:  1-8)	93
04/03/2020 19:10	8207	Approach  1 (det:  1-8)	97
04/03/2020 19:15	8207	Approach  1 (det:  1-8)	82
04/03/2020 19:20	8207	Approach  1 (det:  1-8)	87
04/03/2020 19:25	8207	Approach  1 (det:  1-8)	93
04/03/2020 19:30	8207	Approach  1 (det:  1-8)	92
04/03/2020 19:35	8207	Approach  1 (det:  1-8)	103
04/03/2020 19:40	8207	Approach  1 (det:  1-8)	91
04/03/2020 19:45	8207	Approach  1 (det:  1-8)	81
04/03/2020 19:50	8207	Approach  1 (det:  1-8)	82
04/03/2020 19:55	8207	Approach  1 (det:  1-8)	85
04/03/2020 20:00	8207	Approach  1 (det:  1-8)	81
04/03/2020 20:05	8207	Approach  1 (det:  1-8)	79
04/03/2020 20:10	8207	Approach  1 (det:  1-8)	66
04/03/2020 20:15	8207	Approach  1 (det:  1-8)	72
04/03/2020 20:20	8207	Approach  1 (det:  1-8)	72
04/03/2020 20:25	8207	Approach  1 (det:  1-8)	74
04/03/2020 20:30	8207	Approach  1 (det:  1-8)	62
04/03/2020 20:35	8207	Approach  1 (det:  1-8)	69
04/03/2020 20:40	8207	Approach  1 (det:  1-8)	61
04/03/2020 20:45	8207	Approach  1 (det:  1-8)	59
04/03/2020 20:50	8207	Approach  1 (det:  1-8)	63
04/03/2020 20:55	8207	Approach  1 (det:  1-8)	77
04/03/2020 21:00	8207	Approach  1 (det:  1-8)	72
04/03/2020 21:05	8207	Approach  1 (det:  1-8)	75
04/03/2020 21:10	8207	Approach  1 (det:  1-8)	68
04/03/2020 21:15	8207	Approach  1 (det:  1-8)	69
04/03/2020 21:20	8207	Approach  1 (det:  1-8)	70
04/03/2020 21:25	8207	Approach  1 (det:  1-8)	66
04/03/2020 21:30	8207	Approach  1 (det:  1-8)	72
04/03/2020 21:35	8207	Approach  1 (det:  1-8)	64
04/03/2020 21:40	8207	Approach  1 (det:  1-8)	80
04/03/2020 21:45	8207	Approach  1 (det:  1-8)	68
04/03/2020 21:50	8207	Approach  1 (det:  1-8)	60
04/03/2020 21:55	8207	Approach  1 (det:  1-8)	56
04/03/2020 22:00	8207	Approach  1 (det:  1-8)	65
04/03/2020 22:05	8207	Approach  1 (det:  1-8)	51
04/03/2020 22:10	8207	Approach  1 (det:  1-8)	56
04/03/2020 22:15	8207	Approach  1 (det:  1-8)	58
04/03/2020 22:20	8207	Approach  1 (det:  1-8)	57
04/03/2020 22:25	8207	Approach  1 (det:  1-8)	44
04/03/2020 22:30	8207	Approach  1 (det:  1-8)	29
04/03/2020 22:35	8207	Approach  1 (det:  1-8)	50
04/03/2020 22:40	8207	Approach  1 (det:  1-8)	46
04/03/2020 22:45	8207	Approach  1 (det:  1-8)	54
04/03/2020 22:50	8207	Approach  1 (det:  1-8)	40
04/03/2020 22:55	8207	Approach  1 (det:  1-8)	31
04/03/2020 23:00	8207	Approach  1 (det:  1-8)	38
04/03/2020 23:05	8207	Approach  1 (det:  1-8)	36
04/03/2020 23:10	8207	Approach  1 (det:  1-8)	30
04/03/2020 23:15	8207	Approach  1 (det:  1-8)	40
04/03/2020 23:20	8207	Approach  1 (det:  1-8)	31
04/03/2020 23:25	8207	Approach  1 (det:  1-8)	28
04/03/2020 23:30	8207	Approach  1 (det:  1-8)	33
04/03/2020 23:35	8207	Approach  1 (det:  1-8)	19
04/03/2020 23:40	8207	Approach  1 (det:  1-8)	28
04/03/2020 23:45	8207	Approach  1 (det:  1-8)	26
04/03/2020 23:50	8207	Approach  1 (det:  1-8)	23
04/03/2020 23:55	8207	Approach  1 (det:  1-8)	21
05/03/2020 00:00	8207	Approach  1 (det:  1-8)	16
05/03/2020 00:05	8207	Approach  1 (det:  1-8)	13
05/03/2020 00:10	8207	Approach  1 (det:  1-8)	27
05/03/2020 00:15	8207	Approach  1 (det:  1-8)	21
05/03/2020 00:20	8207	Approach  1 (det:  1-8)	26
05/03/2020 00:25	8207	Approach  1 (det:  1-8)	19
05/03/2020 00:30	8207	Approach  1 (det:  1-8)	19
05/03/2020 00:35	8207	Approach  1 (det:  1-8)	24
05/03/2020 00:40	8207	Approach  1 (det:  1-8)	12
05/03/2020 00:45	8207	Approach  1 (det:  1-8)	20
05/03/2020 00:50	8207	Approach  1 (det:  1-8)	15
05/03/2020 00:55	8207	Approach  1 (det:  1-8)	9
05/03/2020 01:00	8207	Approach  1 (det:  1-8)	10
05/03/2020 01:05	8207	Approach  1 (det:  1-8)	13
05/03/2020 01:10	8207	Approach  1 (det:  1-8)	16
05/03/2020 01:15	8207	Approach  1 (det:  1-8)	14
05/03/2020 01:20	8207	Approach  1 (det:  1-8)	8
05/03/2020 01:25	8207	Approach  1 (det:  1-8)	7
05/03/2020 01:30	8207	Approach  1 (det:  1-8)	7
05/03/2020 01:35	8207	Approach  1 (det:  1-8)	12
05/03/2020 01:40	8207	Approach  1 (det:  1-8)	11
05/03/2020 01:45	8207	Approach  1 (det:  1-8)	3
05/03/2020 01:50	8207	Approach  1 (det:  1-8)	15
05/03/2020 01:55	8207	Approach  1 (det:  1-8)	7
05/03/2020 02:00	8207	Approach  1 (det:  1-8)	14
05/03/2020 02:05	8207	Approach  1 (det:  1-8)	10
05/03/2020 02:10	8207	Approach  1 (det:  1-8)	6
05/03/2020 02:15	8207	Approach  1 (det:  1-8)	6
05/03/2020 02:20	8207	Approach  1 (det:  1-8)	7
05/03/2020 02:25	8207	Approach  1 (det:  1-8)	6
05/03/2020 02:30	8207	Approach  1 (det:  1-8)	10
05/03/2020 02:35	8207	Approach  1 (det:  1-8)	5
05/03/2020 02:40	8207	Approach  1 (det:  1-8)	6
05/03/2020 02:45	8207	Approach  1 (det:  1-8)	7
05/03/2020 02:50	8207	Approach  1 (det:  1-8)	5
05/03/2020 02:55	8207	Approach  1 (det:  1-8)	4
05/03/2020 03:00	8207	Approach  1 (det:  1-8)	5
05/03/2020 03:05	8207	Approach  1 (det:  1-8)	8
05/03/2020 03:10	8207	Approach  1 (det:  1-8)	8
05/03/2020 03:15	8207	Approach  1 (det:  1-8)	6
05/03/2020 03:20	8207	Approach  1 (det:  1-8)	12
05/03/2020 03:25	8207	Approach  1 (det:  1-8)	12
05/03/2020 03:30	8207	Approach  1 (det:  1-8)	5
05/03/2020 03:35	8207	Approach  1 (det:  1-8)	5
05/03/2020 03:40	8207	Approach  1 (det:  1-8)	12
05/03/2020 03:45	8207	Approach  1 (det:  1-8)	6
05/03/2020 03:50	8207	Approach  1 (det:  1-8)	4
05/03/2020 03:55	8207	Approach  1 (det:  1-8)	8
05/03/2020 04:00	8207	Approach  1 (det:  1-8)	13
05/03/2020 04:05	8207	Approach  1 (det:  1-8)	6
05/03/2020 04:10	8207	Approach  1 (det:  1-8)	12
05/03/2020 04:15	8207	Approach  1 (det:  1-8)	7
05/03/2020 04:20	8207	Approach  1 (det:  1-8)	6
05/03/2020 04:25	8207	Approach  1 (det:  1-8)	22
05/03/2020 04:30	8207	Approach  1 (det:  1-8)	15
05/03/2020 04:35	8207	Approach  1 (det:  1-8)	9
05/03/2020 04:40	8207	Approach  1 (det:  1-8)	19
05/03/2020 04:45	8207	Approach  1 (det:  1-8)	21
05/03/2020 04:50	8207	Approach  1 (det:  1-8)	12
05/03/2020 04:55	8207	Approach  1 (det:  1-8)	18
05/03/2020 05:00	8207	Approach  1 (det:  1-8)	14
05/03/2020 05:05	8207	Approach  1 (det:  1-8)	19
05/03/2020 05:10	8207	Approach  1 (det:  1-8)	17
05/03/2020 05:15	8207	Approach  1 (det:  1-8)	23
05/03/2020 05:20	8207	Approach  1 (det:  1-8)	17
05/03/2020 05:25	8207	Approach  1 (det:  1-8)	22
05/03/2020 05:30	8207	Approach  1 (det:  1-8)	28
05/03/2020 05:35	8207	Approach  1 (det:  1-8)	24
05/03/2020 05:40	8207	Approach  1 (det:  1-8)	22
05/03/2020 05:45	8207	Approach  1 (det:  1-8)	34
05/03/2020 05:50	8207	Approach  1 (det:  1-8)	37
05/03/2020 05:55	8207	Approach  1 (det:  1-8)	45
05/03/2020 06:00	8207	Approach  1 (det:  1-8)	51
05/03/2020 06:05	8207	Approach  1 (det:  1-8)	57
05/03/2020 06:10	8207	Approach  1 (det:  1-8)	68
05/03/2020 06:15	8207	Approach  1 (det:  1-8)	91
05/03/2020 06:20	8207	Approach  1 (det:  1-8)	112
05/03/2020 06:25	8207	Approach  1 (det:  1-8)	104
05/03/2020 06:30	8207	Approach  1 (det:  1-8)	139
05/03/2020 06:35	8207	Approach  1 (det:  1-8)	134
05/03/2020 06:40	8207	Approach  1 (det:  1-8)	170
05/03/2020 06:45	8207	Approach  1 (det:  1-8)	148
05/03/2020 06:50	8207	Approach  1 (det:  1-8)	152
05/03/2020 06:55	8207	Approach  1 (det:  1-8)	126
05/03/2020 07:00	8207	Approach  1 (det:  1-8)	149
05/03/2020 07:05	8207	Approach  1 (det:  1-8)	190
05/03/2020 07:10	8207	Approach  1 (det:  1-8)	170
05/03/2020 07:15	8207	Approach  1 (det:  1-8)	167
05/03/2020 07:20	8207	Approach  1 (det:  1-8)	152
05/03/2020 07:25	8207	Approach  1 (det:  1-8)	164
05/03/2020 07:30	8207	Approach  1 (det:  1-8)	175
05/03/2020 07:35	8207	Approach  1 (det:  1-8)	148
05/03/2020 07:40	8207	Approach  1 (det:  1-8)	165
05/03/2020 07:45	8207	Approach  1 (det:  1-8)	186
05/03/2020 07:50	8207	Approach  1 (det:  1-8)	127
05/03/2020 07:55	8207	Approach  1 (det:  1-8)	142
05/03/2020 08:00	8207	Approach  1 (det:  1-8)	156
05/03/2020 08:05	8207	Approach  1 (det:  1-8)	152
05/03/2020 08:10	8207	Approach  1 (det:  1-8)	161
05/03/2020 08:15	8207	Approach  1 (det:  1-8)	156
05/03/2020 08:20	8207	Approach  1 (det:  1-8)	162
05/03/2020 08:25	8207	Approach  1 (det:  1-8)	135
05/03/2020 08:30	8207	Approach  1 (det:  1-8)	145
05/03/2020 08:35	8207	Approach  1 (det:  1-8)	138
05/03/2020 08:40	8207	Approach  1 (det:  1-8)	136
05/03/2020 08:45	8207	Approach  1 (det:  1-8)	127
05/03/2020 08:50	8207	Approach  1 (det:  1-8)	135
05/03/2020 08:55	8207	Approach  1 (det:  1-8)	125
05/03/2020 09:00	8207	Approach  1 (det:  1-8)	120
05/03/2020 09:05	8207	Approach  1 (det:  1-8)	124
05/03/2020 09:10	8207	Approach  1 (det:  1-8)	120
05/03/2020 09:15	8207	Approach  1 (det:  1-8)	132
05/03/2020 09:20	8207	Approach  1 (det:  1-8)	107
05/03/2020 09:25	8207	Approach  1 (det:  1-8)	128
05/03/2020 09:30	8207	Approach  1 (det:  1-8)	96
05/03/2020 09:35	8207	Approach  1 (det:  1-8)	106
05/03/2020 09:40	8207	Approach  1 (det:  1-8)	141
05/03/2020 09:45	8207	Approach  1 (det:  1-8)	134
05/03/2020 09:50	8207	Approach  1 (det:  1-8)	128
05/03/2020 09:55	8207	Approach  1 (det:  1-8)	108
05/03/2020 10:00	8207	Approach  1 (det:  1-8)	127
05/03/2020 10:05	8207	Approach  1 (det:  1-8)	129
05/03/2020 10:10	8207	Approach  1 (det:  1-8)	115
05/03/2020 10:15	8207	Approach  1 (det:  1-8)	105
05/03/2020 10:20	8207	Approach  1 (det:  1-8)	128
05/03/2020 10:25	8207	Approach  1 (det:  1-8)	98
05/03/2020 10:30	8207	Approach  1 (det:  1-8)	120
05/03/2020 10:35	8207	Approach  1 (det:  1-8)	133
05/03/2020 10:40	8207	Approach  1 (det:  1-8)	135
05/03/2020 10:45	8207	Approach  1 (det:  1-8)	92
05/03/2020 10:50	8207	Approach  1 (det:  1-8)	130
05/03/2020 10:55	8207	Approach  1 (det:  1-8)	118
05/03/2020 11:00	8207	Approach  1 (det:  1-8)	121
05/03/2020 11:05	8207	Approach  1 (det:  1-8)	119
05/03/2020 11:10	8207	Approach  1 (det:  1-8)	151
05/03/2020 11:15	8207	Approach  1 (det:  1-8)	144
05/03/2020 11:20	8207	Approach  1 (det:  1-8)	130
05/03/2020 11:25	8207	Approach  1 (det:  1-8)	113
05/03/2020 11:30	8207	Approach  1 (det:  1-8)	145
05/03/2020 11:35	8207	Approach  1 (det:  1-8)	124
05/03/2020 11:40	8207	Approach  1 (det:  1-8)	142
05/03/2020 11:45	8207	Approach  1 (det:  1-8)	169
05/03/2020 11:50	8207	Approach  1 (det:  1-8)	148
05/03/2020 11:55	8207	Approach  1 (det:  1-8)	149
05/03/2020 12:00	8207	Approach  1 (det:  1-8)	137
05/03/2020 12:05	8207	Approach  1 (det:  1-8)	156
05/03/2020 12:10	8207	Approach  1 (det:  1-8)	151
05/03/2020 12:15	8207	Approach  1 (det:  1-8)	143
05/03/2020 12:20	8207	Approach  1 (det:  1-8)	130
05/03/2020 12:25	8207	Approach  1 (det:  1-8)	156
05/03/2020 12:30	8207	Approach  1 (det:  1-8)	148
05/03/2020 12:35	8207	Approach  1 (det:  1-8)	138
05/03/2020 12:40	8207	Approach  1 (det:  1-8)	137
05/03/2020 12:45	8207	Approach  1 (det:  1-8)	146
05/03/2020 12:50	8207	Approach  1 (det:  1-8)	144
05/03/2020 12:55	8207	Approach  1 (det:  1-8)	141
05/03/2020 13:00	8207	Approach  1 (det:  1-8)	146
05/03/2020 13:05	8207	Approach  1 (det:  1-8)	140
05/03/2020 13:10	8207	Approach  1 (det:  1-8)	168
05/03/2020 13:15	8207	Approach  1 (det:  1-8)	171
05/03/2020 13:20	8207	Approach  1 (det:  1-8)	187
05/03/2020 13:25	8207	Approach  1 (det:  1-8)	152
05/03/2020 13:30	8207	Approach  1 (det:  1-8)	150
05/03/2020 13:35	8207	Approach  1 (det:  1-8)	149
05/03/2020 13:40	8207	Approach  1 (det:  1-8)	142
05/03/2020 13:45	8207	Approach  1 (det:  1-8)	152
05/03/2020 13:50	8207	Approach  1 (det:  1-8)	132
05/03/2020 13:55	8207	Approach  1 (det:  1-8)	136
05/03/2020 14:00	8207	Approach  1 (det:  1-8)	123
05/03/2020 14:05	8207	Approach  1 (det:  1-8)	123
05/03/2020 14:10	8207	Approach  1 (det:  1-8)	123
05/03/2020 14:15	8207	Approach  1 (det:  1-8)	130
05/03/2020 14:20	8207	Approach  1 (det:  1-8)	126
05/03/2020 14:25	8207	Approach  1 (det:  1-8)	140
05/03/2020 14:30	8207	Approach  1 (det:  1-8)	127
05/03/2020 14:35	8207	Approach  1 (det:  1-8)	128
05/03/2020 14:40	8207	Approach  1 (det:  1-8)	134
05/03/2020 14:45	8207	Approach  1 (det:  1-8)	129
05/03/2020 14:50	8207	Approach  1 (det:  1-8)	137
05/03/2020 14:55	8207	Approach  1 (det:  1-8)	146
05/03/2020 15:00	8207	Approach  1 (det:  1-8)	123
05/03/2020 15:05	8207	Approach  1 (det:  1-8)	127
05/03/2020 15:10	8207	Approach  1 (det:  1-8)	131
05/03/2020 15:15	8207	Approach  1 (det:  1-8)	115
05/03/2020 15:20	8207	Approach  1 (det:  1-8)	123
05/03/2020 15:25	8207	Approach  1 (det:  1-8)	103
05/03/2020 15:30	8207	Approach  1 (det:  1-8)	116
05/03/2020 15:35	8207	Approach  1 (det:  1-8)	130
05/03/2020 15:40	8207	Approach  1 (det:  1-8)	112
05/03/2020 15:45	8207	Approach  1 (det:  1-8)	141
05/03/2020 15:50	8207	Approach  1 (det:  1-8)	149
05/03/2020 15:55	8207	Approach  1 (det:  1-8)	110
05/03/2020 16:00	8207	Approach  1 (det:  1-8)	128
05/03/2020 16:05	8207	Approach  1 (det:  1-8)	135
05/03/2020 16:10	8207	Approach  1 (det:  1-8)	121
05/03/2020 16:15	8207	Approach  1 (det:  1-8)	126
05/03/2020 16:20	8207	Approach  1 (det:  1-8)	137
05/03/2020 16:25	8207	Approach  1 (det:  1-8)	121
05/03/2020 16:30	8207	Approach  1 (det:  1-8)	141
05/03/2020 16:35	8207	Approach  1 (det:  1-8)	139
05/03/2020 16:40	8207	Approach  1 (det:  1-8)	158
05/03/2020 16:45	8207	Approach  1 (det:  1-8)	153
05/03/2020 16:50	8207	Approach  1 (det:  1-8)	154
05/03/2020 16:55	8207	Approach  1 (det:  1-8)	168
05/03/2020 17:00	8207	Approach  1 (det:  1-8)	157
05/03/2020 17:05	8207	Approach  1 (det:  1-8)	182
05/03/2020 17:10	8207	Approach  1 (det:  1-8)	178
05/03/2020 17:15	8207	Approach  1 (det:  1-8)	180
05/03/2020 17:20	8207	Approach  1 (det:  1-8)	165
05/03/2020 17:25	8207	Approach  1 (det:  1-8)	153
05/03/2020 17:30	8207	Approach  1 (det:  1-8)	143
05/03/2020 17:35	8207	Approach  1 (det:  1-8)	126
05/03/2020 17:40	8207	Approach  1 (det:  1-8)	145
05/03/2020 17:45	8207	Approach  1 (det:  1-8)	126
05/03/2020 17:50	8207	Approach  1 (det:  1-8)	150
05/03/2020 17:55	8207	Approach  1 (det:  1-8)	126
05/03/2020 18:00	8207	Approach  1 (det:  1-8)	186
05/03/2020 18:05	8207	Approach  1 (det:  1-8)	152
05/03/2020 18:10	8207	Approach  1 (det:  1-8)	164
05/03/2020 18:15	8207	Approach  1 (det:  1-8)	163
05/03/2020 18:20	8207	Approach  1 (det:  1-8)	158
05/03/2020 18:25	8207	Approach  1 (det:  1-8)	150
05/03/2020 18:30	8207	Approach  1 (det:  1-8)	107
05/03/2020 18:35	8207	Approach  1 (det:  1-8)	133
05/03/2020 18:40	8207	Approach  1 (det:  1-8)	124
05/03/2020 18:45	8207	Approach  1 (det:  1-8)	131
05/03/2020 18:50	8207	Approach  1 (det:  1-8)	120
05/03/2020 18:55	8207	Approach  1 (det:  1-8)	109
05/03/2020 19:00	8207	Approach  1 (det:  1-8)	89
05/03/2020 19:05	8207	Approach  1 (det:  1-8)	106
05/03/2020 19:10	8207	Approach  1 (det:  1-8)	86
05/03/2020 19:15	8207	Approach  1 (det:  1-8)	76
05/03/2020 19:20	8207	Approach  1 (det:  1-8)	99
05/03/2020 19:25	8207	Approach  1 (det:  1-8)	95
05/03/2020 19:30	8207	Approach  1 (det:  1-8)	103
05/03/2020 19:35	8207	Approach  1 (det:  1-8)	76
05/03/2020 19:40	8207	Approach  1 (det:  1-8)	97
05/03/2020 19:45	8207	Approach  1 (det:  1-8)	66
05/03/2020 19:50	8207	Approach  1 (det:  1-8)	84
05/03/2020 19:55	8207	Approach  1 (det:  1-8)	60
05/03/2020 20:00	8207	Approach  1 (det:  1-8)	74
05/03/2020 20:05	8207	Approach  1 (det:  1-8)	72
05/03/2020 20:10	8207	Approach  1 (det:  1-8)	103
05/03/2020 20:15	8207	Approach  1 (det:  1-8)	71
05/03/2020 20:20	8207	Approach  1 (det:  1-8)	54
05/03/2020 20:25	8207	Approach  1 (det:  1-8)	75
05/03/2020 20:30	8207	Approach  1 (det:  1-8)	64
05/03/2020 20:35	8207	Approach  1 (det:  1-8)	65
05/03/2020 20:40	8207	Approach  1 (det:  1-8)	76
05/03/2020 20:45	8207	Approach  1 (det:  1-8)	59
05/03/2020 20:50	8207	Approach  1 (det:  1-8)	69
05/03/2020 20:55	8207	Approach  1 (det:  1-8)	59
05/03/2020 21:00	8207	Approach  1 (det:  1-8)	81
05/03/2020 21:05	8207	Approach  1 (det:  1-8)	78
05/03/2020 21:10	8207	Approach  1 (det:  1-8)	72
05/03/2020 21:15	8207	Approach  1 (det:  1-8)	56
05/03/2020 21:20	8207	Approach  1 (det:  1-8)	78
05/03/2020 21:25	8207	Approach  1 (det:  1-8)	74
05/03/2020 21:30	8207	Approach  1 (det:  1-8)	89
05/03/2020 21:35	8207	Approach  1 (det:  1-8)	47
05/03/2020 21:40	8207	Approach  1 (det:  1-8)	75
05/03/2020 21:45	8207	Approach  1 (det:  1-8)	57
05/03/2020 21:50	8207	Approach  1 (det:  1-8)	64
05/03/2020 21:55	8207	Approach  1 (det:  1-8)	61
05/03/2020 22:00	8207	Approach  1 (det:  1-8)	55
05/03/2020 22:05	8207	Approach  1 (det:  1-8)	57
05/03/2020 22:10	8207	Approach  1 (det:  1-8)	52
05/03/2020 22:15	8207	Approach  1 (det:  1-8)	55
05/03/2020 22:20	8207	Approach  1 (det:  1-8)	51
05/03/2020 22:25	8207	Approach  1 (det:  1-8)	54
05/03/2020 22:30	8207	Approach  1 (det:  1-8)	62
05/03/2020 22:35	8207	Approach  1 (det:  1-8)	39
05/03/2020 22:40	8207	Approach  1 (det:  1-8)	46
05/03/2020 22:45	8207	Approach  1 (det:  1-8)	33
05/03/2020 22:50	8207	Approach  1 (det:  1-8)	39
05/03/2020 22:55	8207	Approach  1 (det:  1-8)	36
05/03/2020 23:00	8207	Approach  1 (det:  1-8)	34
05/03/2020 23:05	8207	Approach  1 (det:  1-8)	33
05/03/2020 23:10	8207	Approach  1 (det:  1-8)	44
05/03/2020 23:15	8207	Approach  1 (det:  1-8)	43
05/03/2020 23:20	8207	Approach  1 (det:  1-8)	32
05/03/2020 23:25	8207	Approach  1 (det:  1-8)	27
05/03/2020 23:30	8207	Approach  1 (det:  1-8)	27
05/03/2020 23:35	8207	Approach  1 (det:  1-8)	30
05/03/2020 23:40	8207	Approach  1 (det:  1-8)	33
05/03/2020 23:45	8207	Approach  1 (det:  1-8)	30
05/03/2020 23:50	8207	Approach  1 (det:  1-8)	19
05/03/2020 23:55	8207	Approach  1 (det:  1-8)	20
06/03/2020 00:00	8207	Approach  1 (det:  1-8)	22
06/03/2020 00:05	8207	Approach  1 (det:  1-8)	24
06/03/2020 00:10	8207	Approach  1 (det:  1-8)	23
06/03/2020 00:15	8207	Approach  1 (det:  1-8)	23
06/03/2020 00:20	8207	Approach  1 (det:  1-8)	20
06/03/2020 00:25	8207	Approach  1 (det:  1-8)	16
06/03/2020 00:30	8207	Approach  1 (det:  1-8)	18
06/03/2020 00:35	8207	Approach  1 (det:  1-8)	17
06/03/2020 00:40	8207	Approach  1 (det:  1-8)	21
06/03/2020 00:45	8207	Approach  1 (det:  1-8)	17
06/03/2020 00:50	8207	Approach  1 (det:  1-8)	23
06/03/2020 00:55	8207	Approach  1 (det:  1-8)	14
06/03/2020 01:00	8207	Approach  1 (det:  1-8)	15
06/03/2020 01:05	8207	Approach  1 (det:  1-8)	14
06/03/2020 01:10	8207	Approach  1 (det:  1-8)	15
06/03/2020 01:15	8207	Approach  1 (det:  1-8)	10
06/03/2020 01:20	8207	Approach  1 (det:  1-8)	24
06/03/2020 01:25	8207	Approach  1 (det:  1-8)	16
06/03/2020 01:30	8207	Approach  1 (det:  1-8)	13
06/03/2020 01:35	8207	Approach  1 (det:  1-8)	15
06/03/2020 01:40	8207	Approach  1 (det:  1-8)	10
06/03/2020 01:45	8207	Approach  1 (det:  1-8)	9
06/03/2020 01:50	8207	Approach  1 (det:  1-8)	10
06/03/2020 01:55	8207	Approach  1 (det:  1-8)	13
06/03/2020 02:00	8207	Approach  1 (det:  1-8)	11
06/03/2020 02:05	8207	Approach  1 (det:  1-8)	11
06/03/2020 02:10	8207	Approach  1 (det:  1-8)	15
06/03/2020 02:15	8207	Approach  1 (det:  1-8)	10
06/03/2020 02:20	8207	Approach  1 (det:  1-8)	12
06/03/2020 02:25	8207	Approach  1 (det:  1-8)	10
06/03/2020 02:30	8207	Approach  1 (det:  1-8)	7
06/03/2020 02:35	8207	Approach  1 (det:  1-8)	6
06/03/2020 02:40	8207	Approach  1 (det:  1-8)	13
06/03/2020 02:45	8207	Approach  1 (det:  1-8)	6
06/03/2020 02:50	8207	Approach  1 (det:  1-8)	12
06/03/2020 02:55	8207	Approach  1 (det:  1-8)	3
06/03/2020 03:00	8207	Approach  1 (det:  1-8)	4
06/03/2020 03:05	8207	Approach  1 (det:  1-8)	4
06/03/2020 03:10	8207	Approach  1 (det:  1-8)	7
06/03/2020 03:15	8207	Approach  1 (det:  1-8)	12
06/03/2020 03:20	8207	Approach  1 (det:  1-8)	13
06/03/2020 03:25	8207	Approach  1 (det:  1-8)	8
06/03/2020 03:30	8207	Approach  1 (det:  1-8)	4
06/03/2020 03:35	8207	Approach  1 (det:  1-8)	6
06/03/2020 03:40	8207	Approach  1 (det:  1-8)	11
06/03/2020 03:45	8207	Approach  1 (det:  1-8)	4
06/03/2020 03:50	8207	Approach  1 (det:  1-8)	8
06/03/2020 03:55	8207	Approach  1 (det:  1-8)	12
06/03/2020 04:00	8207	Approach  1 (det:  1-8)	6
06/03/2020 04:05	8207	Approach  1 (det:  1-8)	5
06/03/2020 04:10	8207	Approach  1 (det:  1-8)	6
06/03/2020 04:15	8207	Approach  1 (det:  1-8)	11
06/03/2020 04:20	8207	Approach  1 (det:  1-8)	6
06/03/2020 04:25	8207	Approach  1 (det:  1-8)	12
06/03/2020 04:30	8207	Approach  1 (det:  1-8)	12
06/03/2020 04:35	8207	Approach  1 (det:  1-8)	12
06/03/2020 04:40	8207	Approach  1 (det:  1-8)	11
06/03/2020 04:45	8207	Approach  1 (det:  1-8)	16
06/03/2020 04:50	8207	Approach  1 (det:  1-8)	17
06/03/2020 04:55	8207	Approach  1 (det:  1-8)	14
06/03/2020 05:00	8207	Approach  1 (det:  1-8)	18
06/03/2020 05:05	8207	Approach  1 (det:  1-8)	18
06/03/2020 05:10	8207	Approach  1 (det:  1-8)	18
06/03/2020 05:15	8207	Approach  1 (det:  1-8)	18
06/03/2020 05:20	8207	Approach  1 (det:  1-8)	24
06/03/2020 05:25	8207	Approach  1 (det:  1-8)	24
06/03/2020 05:30	8207	Approach  1 (det:  1-8)	22
